team,avg_lap_time,latitude,longitude,circuitType,precipitation,windspeed,temp,race_condition
Haas F1 Team,92.23330000000001,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Red Bull,92.53309999999999,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Renault,93.08330000000001,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
McLaren,93.487,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Force India,94.1464,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Williams,95.62299999999999,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Sauber,95.20750000000001,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Toro Rosso,97.21849999999999,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Ferrari,106.08283333333331,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Mercedes,106.99941666666666,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Red Bull,126.88899999999998,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Toro Rosso,109.27336363636364,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Haas F1 Team,109.73254545454543,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Force India,111.375,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Renault,110.8452,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
McLaren,111.1209,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Sauber,112.8934,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Williams,112.03609999999999,26.0325,50.5106,Race circuit,1.055,8.3,73.9,Wet
Ferrari,99.6802,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Mercedes,100.08099999999999,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Red Bull,100.53970000000001,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Renault,101.91199999999999,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Haas F1 Team,102.4959,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
McLaren,103.4114,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Williams,103.70990000000002,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Force India,103.36170000000001,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Toro Rosso,104.6135,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Sauber,104.6288,31.3389,121.22,Race circuit,0.236,13.4,57.0,Wet
Ferrari,160.92127272727274,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Mercedes,157.10091666666668,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Red Bull,157.75091666666668,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Renault,157.81224999999998,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Williams,158.226,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Force India,166.4018,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Toro Rosso,161.749,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Sauber,162.0369090909091,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
McLaren,166.26889999999997,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Haas F1 Team,166.3635,40.3725,49.8533,Street circuit,0.012,12.8,64.2,Damp
Mercedes,131.76133333333334,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Ferrari,131.90008333333336,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Red Bull,132.13833333333335,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Haas F1 Team,132.32483333333334,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Renault,132.3655,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Sauber,132.8596666666667,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Force India,132.62083333333334,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
McLaren,132.691,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Williams,134.2537272727273,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Toro Rosso,135.7132,41.57,2.26111,Race circuit,0.071,4.9,62.6,Wet
Red Bull,80.998,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Ferrari,79.2596,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Mercedes,79.55529999999999,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Force India,81.2219,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
McLaren,82.05949999999999,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Renault,82.0934,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Toro Rosso,82.65199999999999,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Williams,82.9075,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Sauber,83.2253,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Haas F1 Team,83.7666,43.7347,7.42056,Street circuit,0.0,3.4,67.8,Dry
Ferrari,106.5725,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Mercedes,106.56358333333333,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Red Bull,106.68874999999998,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Force India,110.48590909090909,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Renault,107.51366666666665,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Sauber,110.96063636363637,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Haas F1 Team,114.3237,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Williams,114.5432,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
McLaren,114.29639999999999,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Toro Rosso,114.136,45.5,-73.5228,Street circuit,0.0,4.5,65.1,Dry
Mercedes,142.5827272727273,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Red Bull,138.45333333333335,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Renault,138.98158333333336,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Haas F1 Team,139.06666666666666,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Sauber,142.86790909090908,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Ferrari,143.01845454545457,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Force India,139.3456666666667,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
McLaren,147.5741,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Toro Rosso,147.5134,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Williams,147.70179999999996,43.2506,5.79167,Race circuit,0.0,5.4,71.1,Dry
Mercedes,70.278,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Red Bull,71.1409,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Ferrari,71.5187,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Haas F1 Team,72.31689999999999,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Renault,72.78369999999998,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Force India,73.0328,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Williams,73.3935,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Sauber,74.05940000000001,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Toro Rosso,73.7525,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
McLaren,79.1665,47.2197,14.7647,Race circuit,0.0,4.5,64.2,Dry
Ferrari,94.18349999999998,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Mercedes,96.02745454545453,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Red Bull,95.15727272727273,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Renault,96.96790000000001,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Sauber,97.8934,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Force India,98.53990000000002,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Haas F1 Team,98.35310000000001,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
McLaren,98.7692,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Toro Rosso,111.14933333333335,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Williams,99.8723,52.0786,-1.01694,Race circuit,0.0,5.8,72.3,Dry
Ferrari,78.93120000000002,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Mercedes,80.6226,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Red Bull,81.5938,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Haas F1 Team,81.4418,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Renault,81.82469999999999,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Force India,82.3971,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Sauber,82.71700000000001,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
McLaren,83.3587,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Williams,83.5975,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Toro Rosso,84.18119999999999,49.3278,8.56583,Race circuit,0.307,4.7,70.0,Wet
Mercedes,84.87033333333335,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Ferrari,85.90508333333332,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Red Bull,87.2962,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Toro Rosso,87.58945454545454,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Haas F1 Team,87.868,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Renault,87.7861,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
McLaren,88.73889999999999,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Force India,89.26559999999999,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Williams,89.88709999999999,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Sauber,89.879,47.5789,19.2486,Race circuit,0.02,5.8,75.4,Damp
Ferrari,151.4790833333333,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Mercedes,151.565,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Force India,151.09058333333334,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Red Bull,176.16709090909092,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Haas F1 Team,151.72383333333332,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Toro Rosso,152.37691666666666,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Sauber,152.31066666666666,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Williams,152.33891666666668,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Renault,152.57549999999998,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
McLaren,160.915,50.4372,5.97139,Race circuit,0.11,8.1,51.1,Wet
Ferrari,108.06281818181819,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Mercedes,105.29366666666668,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Red Bull,108.32336363636364,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Haas F1 Team,112.27381818181817,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Renault,110.8961,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Force India,110.73710000000001,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Williams,110.5701,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
McLaren,111.56689999999999,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Toro Rosso,111.0962,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Sauber,111.9597,45.6156,9.28111,Race circuit,0.622,3.1,65.1,Wet
Mercedes,142.07325000000003,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Ferrari,142.24908333333335,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Red Bull,145.45372727272726,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Force India,149.672,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Haas F1 Team,150.6475,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
McLaren,150.9677,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Renault,150.6444,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Toro Rosso,151.1696,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Sauber,151.0872,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Williams,151.88569999999999,1.2914,103.864,Street circuit,0.012,6.0,84.6,Damp
Mercedes,100.09658333333333,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Ferrari,100.941,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Haas F1 Team,103.8999,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Sauber,103.71780000000001,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Force India,103.93789999999998,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Renault,105.27939999999998,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Red Bull,104.2394,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Williams,106.24960000000002,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
McLaren,107.1541,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Toro Rosso,120.36612500000001,43.4057,39.9578,Race circuit,0.0,6.0,68.0,Dry
Mercedes,112.28810000000001,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Red Bull,113.65379999999998,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Ferrari,113.096,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Haas F1 Team,127.13110000000002,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Toro Rosso,114.30640000000001,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Force India,114.27440000000001,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Renault,115.2616,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Sauber,117.1491,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
McLaren,115.6523,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Williams,115.9434,34.8431,136.541,Race circuit,0.051,7.8,75.2,Wet
Ferrari,102.20218181818181,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Mercedes,101.06708333333331,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Red Bull,102.36824999999999,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Renault,103.01041666666669,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Force India,104.25990000000002,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Haas F1 Team,114.86628571428571,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Williams,109.3631,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Toro Rosso,106.0663,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
McLaren,110.671,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Sauber,108.90129999999999,30.1328,-97.6411,Race circuit,0.031,10.3,64.9,Wet
Red Bull,85.30772727272728,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Mercedes,85.89272727272727,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Ferrari,86.8601,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Renault,88.1045,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Sauber,89.0119,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Force India,91.76590000000002,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
McLaren,89.907,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Williams,90.7585,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Haas F1 Team,91.09029999999998,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Toro Rosso,92.89219999999999,19.4042,-99.0907,Race circuit,0.138,7.4,60.4,Wet
Mercedes,75.14670000000001,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Ferrari,75.70779999999999,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Red Bull,75.7547,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Sauber,76.7639,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Haas F1 Team,76.8851,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Toro Rosso,77.5977,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Force India,77.88160000000002,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Renault,77.73179999999999,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
McLaren,78.4574,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Williams,78.62989999999999,-23.7036,-46.6997,Race circuit,0.02,6.5,68.2,Damp
Mercedes,138.89258333333333,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Ferrari,142.48890909090912,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Sauber,143.42100000000002,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Red Bull,143.34445454545454,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Haas F1 Team,147.5366,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Force India,147.2814,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Renault,147.609,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Toro Rosso,148.3581,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
McLaren,148.2367,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Williams,148.49640000000002,24.4672,54.6031,Race circuit,0.0,8.5,78.6,Dry
Mercedes,90.18169999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Ferrari,91.02029999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Red Bull,92.6269,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Haas F1 Team,92.2407,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Renault,98.2538,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Alfa Romeo,93.91369999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
McLaren,93.6228,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Toro Rosso,93.82379999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Racing Point,93.82709999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Williams,100.29419999999999,-37.8497,144.968,Street circuit,0.012,4.3,66.4,Damp
Ferrari,97.25300000000001,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Mercedes,98.25039999999998,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Red Bull,99.6722,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
McLaren,107.4722,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Haas F1 Team,105.6857,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Alfa Romeo,100.3897,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Renault,99.90090000000001,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Racing Point,105.5305,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Toro Rosso,100.7232,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Williams,102.01219999999999,26.0325,50.5106,Race circuit,0.315,11.6,72.0,Wet
Mercedes,102.2312,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Ferrari,102.9594,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Red Bull,103.82690000000002,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Renault,105.3838,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Racing Point,106.0306,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Haas F1 Team,106.45929999999998,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Alfa Romeo,106.56490000000001,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Williams,107.8489,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Toro Rosso,106.98809999999999,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
McLaren,115.87910000000002,31.3389,121.22,Race circuit,0.0,9.6,60.3,Dry
Mercedes,108.5459,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Ferrari,110.58690000000001,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Racing Point,111.5614,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Red Bull,112.36789999999999,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
McLaren,111.4617,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Toro Rosso,113.8979,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Renault,113.25750000000001,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Haas F1 Team,113.9096,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Alfa Romeo,114.0011,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Williams,114.9497,40.3725,49.8533,Street circuit,0.0,15.0,57.4,Dry
Mercedes,83.9626,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Red Bull,84.9576,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Ferrari,84.99820000000001,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Haas F1 Team,86.2868,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Toro Rosso,86.89630000000001,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
McLaren,87.77550000000001,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Renault,87.9741,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Racing Point,87.8901,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Alfa Romeo,88.73580000000001,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Williams,89.84579999999998,41.57,2.26111,Race circuit,0.0,6.5,64.4,Dry
Mercedes,77.90379999999999,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Red Bull,79.91,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Ferrari,80.5803,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Renault,81.5748,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Haas F1 Team,81.7497,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
McLaren,82.21759999999999,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Toro Rosso,81.9162,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Racing Point,83.00710000000001,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Alfa Romeo,83.6927,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Williams,84.09459999999999,43.7347,7.42056,Street circuit,0.0,2.7,60.1,Dry
Ferrari,78.0153,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Mercedes,78.9965,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Renault,79.4881,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Red Bull,79.91689999999998,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
McLaren,82.3876,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Toro Rosso,85.3358,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Racing Point,81.5152,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Alfa Romeo,81.95410000000001,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Williams,83.3437,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Haas F1 Team,83.0375,45.5,-73.5228,Street circuit,0.0,3.8,64.9,Dry
Mercedes,97.8951,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Ferrari,99.4783,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Red Bull,99.96740000000001,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
McLaren,100.46470000000001,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Alfa Romeo,101.32820000000001,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Renault,101.4578,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Racing Point,101.8711,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Haas F1 Team,102.2787,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Toro Rosso,102.5558,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Williams,103.99650000000001,43.2506,5.79167,Race circuit,0.0,8.3,70.9,Dry
Ferrari,70.77969999999999,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Mercedes,70.50680000000001,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Alfa Romeo,72.134,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
McLaren,72.9751,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Red Bull,72.30189999999999,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Haas F1 Team,73.7997,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Racing Point,73.3334,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Renault,73.53110000000001,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Williams,74.9394,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Toro Rosso,74.49539999999999,47.2197,14.7647,Race circuit,0.0,3.6,68.4,Dry
Mercedes,92.2757,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Ferrari,92.8542,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Red Bull,93.0275,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
McLaren,94.4678,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Renault,94.3235,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Toro Rosso,95.22299999999998,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Alfa Romeo,95.84819999999999,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Racing Point,95.4771,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Williams,96.7444,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Haas F1 Team,112.1971,52.0786,-1.01694,Race circuit,0.0,6.9,62.2,Dry
Mercedes,108.17216666666667,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Alfa Romeo,114.51730000000002,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Red Bull,111.65054545454545,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Renault,114.09369999999998,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Ferrari,111.55881818181818,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
Haas F1 Team,113.9306,49.3278,8.56583,Race circuit,0.335,5.6,76.6,Wet
