team,avg_lap_time,latitude,longitude,circuitType,precipitation,windspeed,temp,race_condition
Manor Marussia,92.88362500000001,47.5789,19.2486,Race circuit,0.039,3.8,74.1,Wet
Mercedes,82.29490000000001,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Red Bull,82.3272,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Ferrari,83.181,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Williams,84.05090000000001,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Force India,84.89466666666665,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
McLaren,84.34790000000001,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Renault,88.167625,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Toro Rosso,85.26633333333335,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Sauber,86.944375,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Haas F1 Team,86.6515,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Manor Marussia,87.06750000000001,49.3278,8.56583,Race circuit,0.0,4.9,73.9,Dry
Mercedes,122.04990909090911,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Force India,123.80133333333335,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Red Bull,124.54063636363635,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Williams,123.72527272727274,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Haas F1 Team,121.73939999999997,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Toro Rosso,123.92850000000003,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Renault,121.7961,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
McLaren,125.74333333333334,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Manor Marussia,123.11499999999998,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Sauber,132.84324999999998,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Ferrari,136.3892,50.4372,5.97139,Race circuit,0.059,5.8,76.3,Wet
Mercedes,88.45449999999998,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Ferrari,88.3509,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Williams,89.42840000000001,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Red Bull,89.97319999999999,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Force India,90.1973,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
McLaren,91.4781111111111,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Manor Marussia,92.98487499999999,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Haas F1 Team,91.72555555555556,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Toro Rosso,92.0515,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Sauber,105.83325,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Renault,98.71249999999999,45.6156,9.28111,Race circuit,0.039,2.5,79.2,Wet
Mercedes,134.3665,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Red Bull,135.3073,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Ferrari,136.6506,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
McLaren,137.5138,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Toro Rosso,136.054,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Williams,137.68789999999998,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Renault,137.82879999999997,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Sauber,137.12760000000003,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Force India,137.03040000000001,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Haas F1 Team,136.84500000000003,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Manor Marussia,138.48520000000002,1.2914,103.864,Street circuit,0.689,4.5,86.2,Wet
Mercedes,114.16659999999999,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Red Bull,113.0071,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Force India,114.2637,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Ferrari,113.66100000000002,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
McLaren,114.6395,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Williams,118.01266666666668,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Haas F1 Team,119.83911111111112,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Manor Marussia,115.88789999999999,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Toro Rosso,118.82311111111113,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Sauber,117.52022222222223,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Renault,120.65811111111111,2.76083,101.738,Race circuit,0.0,4.3,83.1,Dry
Mercedes,98.73369999999997,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Red Bull,98.8053,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Force India,99.6208,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Ferrari,99.2413,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Haas F1 Team,100.6319,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Toro Rosso,101.15799999999999,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Williams,102.075625,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
McLaren,103.27337499999999,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Renault,103.05400000000002,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Sauber,103.230625,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Manor Marussia,103.722125,34.8431,136.541,Race circuit,0.236,4.0,71.8,Wet
Mercedes,104.43599999999999,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Red Bull,104.84040000000002,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Ferrari,105.22640000000001,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Williams,113.11644444444445,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Toro Rosso,107.54679999999999,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
McLaren,107.3711,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Haas F1 Team,108.23780000000002,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Sauber,109.92711111111112,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Renault,109.81362500000002,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Force India,114.40983333333334,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Manor Marussia,111.128875,30.1328,-97.6411,Race circuit,0.0,4.9,59.7,Dry
Mercedes,101.34079999999999,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Red Bull,102.9725,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Force India,102.38019999999999,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Ferrari,102.30429999999998,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Williams,102.56979999999999,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Toro Rosso,105.6441111111111,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
McLaren,103.6603,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Renault,106.28411111111113,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Haas F1 Team,106.37811111111111,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Sauber,106.67355555555555,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Manor Marussia,108.9565,19.4042,-99.0907,Race circuit,0.0,8.9,59.0,Dry
Mercedes,124.0078,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Ferrari,124.74300000000001,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Red Bull,124.9078,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Force India,125.94009999999999,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
McLaren,127.42730000000002,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Williams,126.90569999999998,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Haas F1 Team,127.12720000000002,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Toro Rosso,127.82149999999997,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Renault,129.54933333333332,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Manor Marussia,132.232,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Sauber,132.154625,-23.7036,-46.6997,Race circuit,0.886,12.1,65.3,Wet
Mercedes,106.99000000000001,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Ferrari,107.49630000000002,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Red Bull,109.26722222222223,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Force India,108.43710000000002,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
McLaren,110.07829999999998,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Williams,110.14590000000001,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Renault,114.23666666666665,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Toro Rosso,112.008,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Sauber,112.51287500000001,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Haas F1 Team,112.06275000000001,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Manor Marussia,112.65475,24.4672,54.6031,Race circuit,0.0,9.6,75.7,Dry
Mercedes,90.5537,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Ferrari,90.98740000000001,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Red Bull,112.45600000000002,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Williams,95.65949999999998,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Haas F1 Team,100.1211,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Toro Rosso,93.5713,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Force India,94.1652,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
McLaren,95.1877,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Renault,95.1494,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Sauber,97.53479999999999,-37.8497,144.968,Street circuit,0.079,6.7,73.2,Wet
Mercedes,145.91583333333332,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Ferrari,146.82508333333334,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Red Bull,146.10141666666667,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Toro Rosso,146.7871,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
McLaren,149.26718181818183,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Williams,148.42159999999998,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Force India,148.8995,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Renault,150.22889999999998,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Haas F1 Team,150.86260000000001,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Sauber,148.52687500000002,31.3389,121.22,Race circuit,0.0,7.4,63.1,Dry
Mercedes,97.06474999999999,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Ferrari,97.63790909090908,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Red Bull,97.46841666666667,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Williams,99.2577,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Renault,99.5653,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Haas F1 Team,99.9454,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Force India,99.745,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Toro Rosso,100.34020000000001,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
McLaren,100.5378,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Sauber,101.0198,26.0325,50.5106,Race circuit,0.0,8.7,78.4,Dry
Mercedes,122.63608333333332,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Ferrari,122.66791666666667,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Red Bull,129.6137272727273,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Williams,124.94708333333335,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Force India,124.55191666666666,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Renault,124.89733333333334,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Haas F1 Team,125.32583333333332,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Toro Rosso,125.58883333333331,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Sauber,128.74290909090908,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
McLaren,126.10983333333336,43.4057,39.9578,Race circuit,0.0,7.4,61.9,Dry
Ferrari,86.76616666666666,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Mercedes,87.62766666666666,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Red Bull,98.91199999999999,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Force India,89.65083333333335,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Renault,93.39954545454547,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Haas F1 Team,91.10245454545453,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Toro Rosso,93.06745454545454,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
McLaren,92.54469999999999,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Sauber,92.1879,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Williams,96.59670000000001,41.57,2.26111,Race circuit,0.0,8.1,69.4,Dry
Ferrari,78.76720000000002,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Mercedes,80.8819,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Red Bull,79.8287,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Toro Rosso,81.2124,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Force India,81.75949999999999,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Haas F1 Team,81.35990000000001,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Renault,82.4312,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
McLaren,85.00580000000001,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Williams,83.08220000000001,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Sauber,85.6312,43.7347,7.42056,Street circuit,0.0,3.1,66.7,Dry
Mercedes,99.55566666666665,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Red Bull,99.93108333333333,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Ferrari,104.53509090909091,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Force India,100.50708333333336,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Renault,103.41627272727273,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Toro Rosso,101.17983333333332,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
McLaren,103.48954545454548,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Haas F1 Team,106.3913,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Williams,106.30140000000002,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Sauber,106.6646,45.5,-73.5228,Street circuit,0.012,3.4,68.4,Damp
Mercedes,120.7773,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Ferrari,109.37700000000002,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Force India,109.87750000000001,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Red Bull,111.08850000000002,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Williams,110.45509999999999,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Renault,113.61229999999998,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Haas F1 Team,115.80659999999997,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Toro Rosso,113.86949999999999,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Sauber,115.1629,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
McLaren,115.3735,40.3725,49.8533,Street circuit,0.0,11.6,74.3,Dry
Mercedes,70.972,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Ferrari,70.92174999999999,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Red Bull,70.70916666666666,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Haas F1 Team,72.62527272727274,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Force India,72.28891666666665,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Toro Rosso,78.05539999999999,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Williams,72.92390909090908,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Renault,74.00930000000001,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
McLaren,77.76400000000001,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Sauber,74.81679999999999,47.2197,14.7647,Race circuit,0.169,6.5,72.7,Wet
Mercedes,117.262,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Ferrari,117.14866666666666,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Red Bull,120.37754545454544,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Renault,117.77116666666667,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Force India,118.40875000000001,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
McLaren,120.85927272727272,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Williams,120.91000000000003,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Haas F1 Team,123.4648,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Sauber,124.00870000000002,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Toro Rosso,124.0978,52.0786,-1.01694,Race circuit,0.012,10.3,62.2,Damp
Ferrari,117.37433333333331,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Mercedes,117.86475,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Red Bull,117.86666666666667,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Toro Rosso,124.96730000000002,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
McLaren,124.7456,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Force India,124.8373,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Renault,125.0592,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Haas F1 Team,125.30710000000002,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Williams,125.46170000000002,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Sauber,125.65039999999999,47.5789,19.2486,Race circuit,0.0,8.7,72.3,Dry
Mercedes,110.94183333333332,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Ferrari,111.29609090909092,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Red Bull,112.3838,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Renault,114.69299999999998,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
McLaren,115.62250000000002,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Force India,114.41599999999998,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Haas F1 Team,115.189,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Williams,115.84299999999999,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Toro Rosso,116.1002,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Sauber,120.74157142857143,50.4372,5.97139,Race circuit,0.0,5.4,66.4,Dry
Mercedes,87.2762,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Force India,88.6852,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Williams,88.7064,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Ferrari,88.45840000000001,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Red Bull,95.6303,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Haas F1 Team,94.20120000000001,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Toro Rosso,90.2113,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Renault,90.9752,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Sauber,91.7271,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
McLaren,90.6147,45.6156,9.28111,Race circuit,1.398,6.5,61.7,Wet
Mercedes,168.24124999999998,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Red Bull,167.7555,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Renault,168.79149999999998,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Force India,169.435,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
McLaren,170.591,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Toro Rosso,170.55316666666667,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Haas F1 Team,171.28224999999998,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Williams,171.62775,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Sauber,180.27409999999998,1.2914,103.864,Street circuit,0.484,6.0,83.8,Wet
Mercedes,98.91591666666666,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Red Bull,98.80175000000001,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
McLaren,100.7698181818182,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Force India,102.6215,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Williams,101.143,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Haas F1 Team,102.08109999999999,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Renault,101.977,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Ferrari,101.77180000000001,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Toro Rosso,102.41850000000002,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Sauber,103.3585,2.76083,101.738,Race circuit,0.0,4.7,82.2,Dry
Mercedes,110.15525000000001,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Red Bull,110.18308333333333,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Ferrari,116.82800000000003,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Force India,110.66041666666666,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Williams,116.82329999999999,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Renault,114.8375,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Haas F1 Team,114.773,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Toro Rosso,115.1208,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Sauber,117.8682,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
McLaren,115.81480000000002,34.8431,136.541,Race circuit,0.0,2.2,66.4,Dry
Ferrari,101.67818181818183,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Mercedes,101.43136363636364,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Red Bull,103.09,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Force India,103.78569999999999,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
McLaren,104.67699999999999,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Renault,105.20212500000001,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Williams,104.98029999999999,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Toro Rosso,105.40089999999998,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Haas F1 Team,106.94230000000002,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Sauber,110.2997,30.1328,-97.6411,Race circuit,0.0,10.1,78.3,Dry
Red Bull,85.7379,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Mercedes,88.4394,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Force India,84.0228,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Renault,88.0099,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Williams,87.1911,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Ferrari,87.0371,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Haas F1 Team,86.43209999999999,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
McLaren,86.65039999999999,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Sauber,88.8807,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Toro Rosso,87.80769999999998,19.4042,-99.0907,Race circuit,0.0,6.9,61.5,Dry
Ferrari,116.00441666666664,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Mercedes,116.63,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Red Bull,120.47118181818182,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
McLaren,116.62016666666666,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Williams,116.84033333333332,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Force India,116.68616666666668,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Renault,116.87808333333334,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Toro Rosso,117.23708333333332,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Sauber,117.30758333333331,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Haas F1 Team,125.46400000000001,-23.7036,-46.6997,Race circuit,0.0,7.6,65.1,Dry
Mercedes,103.7271,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Ferrari,104.73339999999999,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Red Bull,105.02380000000001,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Renault,106.91060000000002,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Force India,106.81299999999999,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Williams,107.7699,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
McLaren,108.2671,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Haas F1 Team,109.17080000000001,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Toro Rosso,109.4109,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Sauber,109.6979,24.4672,54.6031,Race circuit,0.0,11.0,76.6,Dry
Mercedes,92.37272727272726,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
Ferrari,91.09689999999999,-37.8497,144.968,Street circuit,0.728,6.9,70.0,Wet
